NRO;CAP_;CDL;CAT_;PREP_;LOGRADOURO;LOTE;REFERENCIA;PASSEIO;AREA_AZUL;OBSERVACAO;AV_STATUS;AV_SCORE;AV_SIDE;LATITUDE;LONGITUDE
1;3;7778020;R;;CALDAS JUNIOR;6;;;x;;M;100;L;-30,02838822;-51,23288749
2;2;7778038;R;;CAPITAO MONTANHA;17;;;;;M;100;R;-30,02833193;-51,2324585
3;2;7778038;R;;CAPITAO MONTANHA;37;;;;;M;100;R;-30,02854819;-51,23235754
4;3;7778020;R;;CALDAS JUNIOR;50;;;x;;M;100;L;-30,02884606;-51,23268156
5;3;7777162;R;;SIQUEIRA CAMPOS;853;;;;;M;100;R;-30,02931477;-51,23317908
6;3;7778012;R;;GEN JOAO MANOEL;157;;x;;;M;100;R;-30,03011521;-51,23379248
7;2;7777071;TRAV;;ARAUJO RIBEIRO;10;entre Siqueira e Maua;;x;;U;0;;;
8;3;7777162;R;;SIQUEIRA CAMPOS;727;;;x;;M;100;R;-30,02976284;-51,23450111
9;2;7777071;TRAV;;ARAUJO RIBEIRO;306;Lado oposto 305;;x;;U;0;;;
10;2;7777162;R;;SIQUEIRA CAMPOS;637;;x;;;M;100;R;-30,03011687;-51,23555155
11;3;7777063;R;;GEN BENTO MARTINS;45;;;;;M;100;R;-30,03033984;-51,23585379
12;2;7777055;AV;;PADRE TOME;15;Tribunal de Contas;;;;M;100;R;-30,03034302;-51,23643758
13;3;7777162;R;;SIQUEIRA CAMPOS;437;;;;;M;100;R;-30,03060514;-51,2369421
14;3;7777014;R;;GEN PORTINHO;61;Praca, esq. Sete de setembro;;;;M;100;R;-30,03132738;-51,23797303
15;3;7777154;R;;SETE DE SETEMBRO;372;Estacion. obliquo;;;;M;100;L;-30,03137106;-51,23660609
16;2;7777154;R;;SETE DE SETEMBRO;472;Estacion. obliquo;;;;M;100;L;-30,03104183;-51,23564621
17;3;7777154;R;;SETE DE SETEMBRO;510;;;x;;M;100;L;-30,03094902;-51,2353728
18;2;7777154;R;;SETE DE SETEMBRO;604;Estacion. obliquo;;x;;M;100;L;-30,03062318;-51,23442088
19;2;7778012;R;;GEN JOAO MANOEL;237;entre Siqueira, proximo a Sete;x;;substituido - incendiado em 13 ou 14/07;U;0;;;
20;3;7777154;R;;SETE DE SETEMBRO;708;;;x;;M;100;L;-30,03029798;-51,23346906
21;2;7777154;R;;SETE DE SETEMBRO;790;;;;;M;100;L;-30,03001485;-51,23256479
22;3;7677065;R;DOS;ANDRADAS;851;;;x;;M;100;R;-30,03111528;-51,23314392
23;3;7677065;R;DOS;ANDRADAS;777;;;;;M;100;R;-30,03136809;-51,23387157
24;2;7677065;R;DOS;ANDRADAS;711;;;;;M;100;R;-30,03162389;-51,2346198
25;2;7777063;R;;GEN BENTO MARTINS;193;Lado oposto 192;;;;M;100;R;-30,03127608;-51,23543329
26;2;7777055;AV;;PADRE TOME;175;esq. Andradas;;;;U;0;;;
27;2;7777030;R;;GEN CANABARRO;170;entre Sete, proximo Andradas;;;;M;100;L;-30,03235142;-51,23607153
28;2;7677065;R;DOS;ANDRADAS;497;Estacion. obliquo;;;;M;100;R;-30,03233478;-51,23666739
29;3;7677065;R;DOS;ANDRADAS;385;;;;;M;100;R;-30,0327062;-51,23774847
30;3;7677065;R;DOS;ANDRADAS;283;;;;;M;100;R;-30,03304532;-51,23876037
31;2;7677065;R;DOS;ANDRADAS;195;;;;;M;100;R;-30,03320279;-51,23922449
32;3;7777246;AV;;PRESIDENTE JOAO GOULART;157;Na capatazia DMLU, 158;;;;M;100;R;-30,03210073;-51,23915439
33;3;7777246;AV;;PRESIDENTE JOAO GOULART;551;entr. estac. Usina Gasometro;x;;;M;100;R;-30,03526284;-51,24098449
34;2;7677016;R;;GEN SALUSTIANO;228;;;;;M;100;L;-30,03392199;-51,23968765
35;2;7677016;R;;GEN SALUSTIANO;298;;;;;M;100;L;-30,03463074;-51,23977582
36;2;7677057;R;;RIACHUELO;308;;;;;M;100;L;-30,03392368;-51,23846902
37;2;7677032;R;;GEN VASCO ALVES;300;;;;;M;100;L;-30,03393594;-51,2382988
38;2;7677057;R;;RIACHUELO;400;;;;;M;100;L;-30,03371019;-51,23774521
39;2;7777014;R;;GEN PORTINHO;251;;;;;M;100;R;-30,03314564;-51,23714269
40;3;7677057;R;;RIACHUELO;536;Lado oposto 535;;;;M;100;L;-30,03331376;-51,23640692
41;2;7777030;R;;GEN CANABARRO;256;Lado oposto 255;;;;M;100;L;-30,03269718;-51,23590919
42;2;7677057;R;;RIACHUELO;630;;;;;M;100;L;-30,03294737;-51,23521355
43;2;7777063;R;;GEN BENTO MARTINS;369;;;;;M;100;R;-30,03307047;-51,23462655
44;3;7677057;R;;RIACHUELO;716;;;;;M;100;L;-30,03270645;-51,23444316
45;2;7677057;R;;RIACHUELO;842;Lado oposto 841;;;;U;0;;;
46;2;7778012;R;;GEN JOAO MANOEL;400;;x;;;M;100;L;-30,03240533;-51,23296514
47;2;7677057;R;;RIACHUELO;880;;;x;;M;100;L;-30,03220868;-51,2327677
48;2;7778012;R;;GEN JOAO MANOEL;462;Ao lado 462;x;;;M;100;L;-30,03290539;-51,23280905
49;2;7677040;R;;DUQUE DE CAXIAS;847;;;;;M;100;R;-30,03343866;-51,23293787
50;2;7677040;R;;DUQUE DE CAXIAS;765;;;;;M;100;R;-30,03369678;-51,2339385
51;2;7777063;R;;GEN BENTO MARTINS;401;;;;;M;100;R;-30,03341479;-51,23447417
52;2;7677040;R;;DUQUE DE CAXIAS;693;;;;;M;100;R;-30,03386437;-51,23458093
53;3;7777030;R;;GEN CANABARRO;374;Ao lado 376;;;;M;100;L;-30,03332776;-51,235613
54;2;7777048;R;;GEN CYPRIANO FERREIRA;448;;;;;M;100;L;-30,03417142;-51,23544218
55;3;7677040;R;;DUQUE DE CAXIAS;541;;;;;M;100;R;-30,03426178;-51,23614822
56;2;7777014;R;;GEN PORTINHO;355;;;;;M;100;R;-30,03431957;-51,23661019
57;2;7677040;R;;DUQUE DE CAXIAS;437;Lado oposto 438;;;;M;100;R;-30,03446703;-51,23690314
58;2;7677032;R;;GEN VASCO ALVES;348;;;;;M;100;L;-30,03473779;-51,23798341
59;3;7677040;R;;DUQUE DE CAXIAS;309;;;;;M;100;R;-30,03492261;-51,23837091
60;2;7677040;R;;DUQUE DE CAXIAS;199;;;;Relocado do 203 para 199 em 13/07;M;100;R;-30,03529481;-51,23953902
61;2;7677016;R;;GEN SALUSTIANO;360;;;;;M;100;L;-30,03514258;-51,24001231
62;2;7677107;R;;WASHINGTON LUIZ;48;;;;;M;100;L;-30,03589497;-51,23991959
63;2;7677073;R;;DEMETRIO RIBEIRO;15;Lado oposto 8;;;;M;100;R;-30,03619871;-51,23920715
64;3;7677073;R;;DEMETRIO RIBEIRO;117;;;;;M;100;R;-30,03567491;-51,2382735
65;2;7777196;R;;CEL FERNANDO MACHADO;14;Lado oposto 13;;;;U;0;;;
66;2;7777196;R;;CEL FERNANDO MACHADO;101;Lado oposto 102;;;;M;100;R;-30,03484856;-51,23677241
67;2;7777196;R;;CEL FERNANDO MACHADO;190;;;;;M;100;L;-30,03479965;-51,23588544
68;2;7777048;R;;GEN CYPRIANO FERREIRA;500;;;;;M;100;L;-30,03465565;-51,23527238
69;2;7777196;R;;CEL FERNANDO MACHADO;350;;;;;M;100;L;-30,03484598;-51,23427942
70;2;7777063;R;;GEN BENTO MARTINS;515;;;;Deslocado do n.ï¿½ 515 para o n.ï¿½ 533;M;100;R;-30,03427566;-51,23408199
71;3;7777196;R;;CEL FERNANDO MACHADO;450;;;;;M;100;L;-30,03495231;-51,23328515
72;2;7777196;R;;CEL FERNANDO MACHADO;524;Lado oposto 525, escadaria;;;;M;100;L;-30,03504514;-51,23261369
73;2;7778012;R;;GEN JOAO MANOEL;627;;;;;M;100;R;-30,03471205;-51,23259435
74;2;7777063;R;;GEN BENTO MARTINS;313;;;;;M;100;R;-30,03215931;-51,23503198
75;2;7677073;R;;DEMETRIO RIBEIRO;623;;;;;M;100;R;-30,03583623;-51,23319155
76;3;7677073;R;;DEMETRIO RIBEIRO;535;;;;;M;100;R;-30,03573473;-51,23395555
77;2;7677073;R;;DEMETRIO RIBEIRO;443;;;;;M;100;R;-30,03559508;-51,23496642
78;2;7777048;R;;GEN CYPRIANO FERREIRA;551;;;;;M;100;R;-30,03528273;-51,23533512
79;2;7677073;R;;DEMETRIO RIBEIRO;355;Lado oposto 354;;;;M;100;R;-30,03547205;-51,23584355
80;3;7677073;R;;DEMETRIO RIBEIRO;247;;;;;M;100;R;-30,03534291;-51,23698258
81;2;7777014;R;;GEN PORTINHO;501;;;;;M;100;R;-30,0351343;-51,23641469
82;2;7677073;R;;DEMETRIO RIBEIRO;205;Ao lado 215;;;;M;100;R;-30,03546255;-51,23747631
83;3;7677107;R;;WASHINGTON LUIZ;200;;;;;M;100;L;-30,03634655;-51,23849713
84;2;7677107;R;;WASHINGTON LUIZ;302;;;;;M;100;L;-30,03619447;-51,23731695
85;2;7677107;R;;WASHINGTON LUIZ;396;Ao lado 386;;;;U;0;;;
86;2;7677107;R;;WASHINGTON LUIZ;405;Primeira entrada Cientec;;;;U;0;;;
87;2;7777048;R;;GEN CYPRIANO FERREIRA;643;lado oposto 642;;;;U;0;;;
88;2;7677107;R;;WASHINGTON LUIZ;530;;;;;M;100;L;-30,03613717;-51,2349872
89;3;7677107;R;;WASHINGTON LUIZ;630;;;;;M;100;L;-30,03638118;-51,23394318
90;2;7677107;R;;WASHINGTON LUIZ;675;;;;;M;100;R;-30,03652303;-51,23364913
91;2;7677107;R;;WASHINGTON LUIZ;704;;;;;M;100;L;-30,03651457;-51,23335056
92;2;7777212;AV;;AUGUSTO DE CARVALHO;612;MME, entre A. Carv. e Loureiro;;;;M;100;L;-30,03733097;-51,2327165
93;2;7777212;AV;;AUGUSTO DE CARVALHO;1205;IBGE;;;;M;100;R;-30,03928774;-51,23295969
94;3;7677081;AV;;LOUREIRO DA SILVA;445;Chocolatao;;;;M;100;R;-30,03735606;-51,23632675
95;2;0;R;;IBANOR JOSE TARTAROTI;150;TRF - entrada secundaria;x;;;U;0;;;
96;2;7676018;R;;OTAVIO FRANCISCO CARUSO DA ROCHA;600;apos o TRF;x;;;M;100;L;-30,04000657;-51,23618302
97;3;0;;;PARQUE DA HARMONIA;0;Fazendinha (SMAM);;;;U;0;;;
98;3;0;;;PARQUE DA HARMONIA;0;Fazendinha (SMAM);;;;U;0;;;
99;2;0;;;DEPREC - SPH;0;Cais Maua;;;;U;0;;;
100;2;7778046;AV;;SEPULVEDA;10;;;;;M;100;L;-30,02789671;-51,23177636
101;2;7778046;AV;;SEPULVEDA;50;;;;;M;100;L;-30,02828714;-51,23160006
102;3;7778079;R;;GEN CAMARA;101;Lado oposto 102;x;;;M;100;R;-30,02822906;-51,23042612
103;2;7778079;R;;GEN CAMARA;15;Lado oposto 14;;;;M;100;R;-30,02745308;-51,23076128
104;2;7777162;R;;SIQUEIRA CAMPOS;1163;;x;;Suprimido por solicitacao do DG/Prefeito;M;100;R;-30,02834052;-51,2303085
105;3;7777162;R;;SIQUEIRA CAMPOS;1301;Fundos Prefeitura velha;;;;U;0;;;
106;3;7778053;TRAV;;FRANCISCO DE LEONARDO TRUDA;115;esq. Sieuqira Campos;x;;;U;0;;;
107;3;7778053;TRAV;;FRANCISCO DE LEONARDO TRUDA;59;;;;;M;100;R;-30,02756314;-51,22974082
108;3;7778053;TRAV;;FRANCISCO DE LEONARDO TRUDA;15;Lado oposto 20;x;;;M;100;R;-30,02709708;-51,22995403
109;2;7778145;AV;;BORGES DE MEDEIROS;15;;x;;;M;100;R;-30,02706749;-51,22867874
110;3;7778145;AV;;BORGES DE MEDEIROS;65;Frente a Mario Cinco Paus;;;;M;100;R;-30,02735886;-51,22857218
111;3;7778145;AV;;BORGES DE MEDEIROS;67;Frente a Mario Cinco Paus;;;;M;100;R;-30,02736731;-51,22856901
112;2;0;;;Cais Maua;0;Frente ao Corpo de Bombeiros;;;;U;0;;;
113;3;7778103;R;;URUGUAI;190;Pca. Montevideo, est. obliquo;;;;U;0;;;
114;3;7777154;R;;SETE DE SETEMBRO;1123;;;;Delocado para o n.ï¿½ 1081 - solicitacao MPF;M;100;R;-30,02889254;-51,22921461
115;3;7777154;R;;SETE DE SETEMBRO;1051;;;;;M;100;R;-30,02912791;-51,22984833
116;3;7778079;R;;GEN CAMARA;185;esq. Sete de Setembro, banca;x;;;M;100;R;-30,02908523;-51,23005208
117;2;7778061;R;;CASSIANO NASCIMENTO;175;Correio, prox. canto do predio;x;;;U;0;;;
118;3;7778046;AV;;SEPULVEDA;175;Correio, ao lado Margs;x;;;U;0;;;
119;3;7778038;R;;CAPITAO MONTANHA;155;Banrrisul, est. obliquo;;x;;U;0;;;
120;2;7778020;R;;CALDAS JUNIOR;220;Lado oposto 219;;x;;M;100;L;-30,03028329;-51,23202831
121;3;7677065;R;DOS;ANDRADAS;955;;;;;M;100;R;-30,03072223;-51,23201308
122;3;7677065;R;DOS;ANDRADAS;1021;Calcadao;x;;;M;100;R;-30,03054177;-51,23149942
123;3;7677065;R;DOS;ANDRADAS;1137;Calcadao;x;;;M;100;R;-30,03016558;-51,23043227
124;3;7677065;R;DOS;ANDRADAS;1139;Calcadao;x;;;M;100;R;-30,03015909;-51,23041387
125;3;7778079;R;;GEN CAMARA;271;Lado oposto 270;;;;M;100;R;-30,02976294;-51,23000642
126;3;7677065;R;DOS;ANDRADAS;1223;Calcadao;x;;;M;100;R;-30,02994831;-51,22857021
127;3;7677065;R;DOS;ANDRADAS;1225;Calcadao;x;;;M;100;R;-30,029948;-51,22856426
128;3;7677065;R;DOS;ANDRADAS;1335;Calcadao;x;;;M;100;R;-30,0299309;-51,22823667
129;3;7677065;R;DOS;ANDRADAS;1337;Calcadao;x;;;U;0;;;
130;3;7778145;AV;;BORGES DE MEDEIROS;352;;x;;;M;100;L;-30,0297027;-51,22783933
131;3;7778145;AV;;BORGES DE MEDEIROS;354;;x;;;M;100;L;-30,02972668;-51,22783553
132;3;7778145;AV;;BORGES DE MEDEIROS;294;Estacion. obliquo;;x;;M;100;L;-30,02900753;-51,22794955
133;2;7778137;R;;JOSE MONTAURY;13;;x;;Deslocado para o n.ï¿½ 41 - solicitacao restaurante;M;100;R;-30,02909555;-51,22841793
134;3;7778145;AV;;BORGES DE MEDEIROS;255;;;;Removido em 13/07/11 -  EPRC, atrapalha lotacoes;M;100;R;-30,02859832;-51,22814204
135;3;7778137;R;;JOSE MONTAURY;116;Frente Brigada Militar;x;;;U;0;;;
136;3;7878077;PCA;;QUINZE DE NOVEMBRO;2;Abrigo Bondes, banca 2;x;;;M;100;L;-30,02773019;-51,22665447
137;3;7878077;PCA;;QUINZE DE NOVEMBRO;17;Lado oposto 16;x;;;M;100;R;-30,02829781;-51,22777867
138;3;7878077;PCA;;QUINZE DE NOVEMBRO;19;Lado oposto 16;x;;;M;100;R;-30,02831792;-51,22777273
139;3;7878085;R;;MARECHAL FLORIANO PEIXOTO;9;Lado oposto 10;x;;;M;100;R;-30,02864077;-51,2267775
140;2;7878127;AV;;OTAVIO ROCHA;54;;x;;;M;100;L;-30,02856792;-51,22610323
141;3;7878168;R;;VOLUNTARIOS DA PATRIA;57;;x;;;M;100;R;-30,02755612;-51,22598667
142;3;7778129;AV;;JULIO DE CASTILHOS;1;Frente as bancas;x;;;M;100;R;-30,0271689;-51,22857114
143;3;7878010;LG;;VISCONDE DO CAIRU;18;Canteiro central;x;;;M;100;L;-30,02641152;-51,22691895
144;3;7778129;AV;;JULIO DE CASTILHOS;51;;x;;;M;100;R;-30,02658877;-51,22632282
145;2;7878101;R;;VIGARIO JOSE IGNACIO;52;;x;;;M;100;L;-30,02630596;-51,22580142
146;3;7878093;PCA;;RUI BARBOSA;57;;;;;M;100;R;-30,02586449;-51,22493146
147;2;7878093;PCA;;RUI BARBOSA;9;Esq. Maua;x;;;M;100;R;-30,02529857;-51,22511757
148;2;7878093;PCA;;RUI BARBOSA;60;Esq. Julio de Castilhos;x;;;U;0;;;
149;3;7778129;AV;;JULIO DE CASTILHOS;293;;x;;;M;100;R;-30,02557247;-51,22400907
150;2;7878093;PCA;;RUI BARBOSA;170;;x;;;M;100;L;-30,02622392;-51,22419027
151;3;7878168;R;;VOLUNTARIOS DA PATRIA;282;;x;;;M;100;L;-30,02694453;-51,22395289
152;3;7878093;PCA;;RUI BARBOSA;167;;;;;M;100;R;-30,02646438;-51,22475265
153;3;7778129;AV;;JULIO DE CASTILHOS;171;;x;;;M;100;R;-30,02609034;-51,22507226
154;2;7878101;R;;VIGARIO JOSE IGNACIO;110;Lado oposto 107;x;;;U;0;;;
155;3;7878101;R;;VIGARIO JOSE IGNACIO;180;Lado oposto 171;;;;U;0;;;
156;2;7878168;R;;VOLUNTARIOS DA PATRIA;186;;x;;;M;100;L;-30,02713135;-51,22467464
157;2;7878168;R;;VOLUNTARIOS DA PATRIA;188;;x;;;M;100;L;-30,02712485;-51,22465021
158;3;7878119;R;;DR FLORES;22;;;;;M;100;L;-30,02732736;-51,22449017
159;3;7878143;R;;SENHOR DOS PASSOS;52;;;;;M;100;L;-30,02760322;-51,22394147
160;3;7878143;R;;SENHOR DOS PASSOS;98;;;;;M;100;L;-30,0280968;-51,22374737
161;3;7878119;R;;DR FLORES;130;;;;;M;100;L;-30,02818283;-51,22455748
162;3;7878119;R;;DR FLORES;62;;;;;M;100;L;-30,0276442;-51,2245151
163;3;7878101;R;;VIGARIO JOSE IGNACIO;215;Calcadao;x;;;M;100;R;-30,02737508;-51,22553228
164;3;7878101;R;;VIGARIO JOSE IGNACIO;285;Calcadao;x;;;M;100;R;-30,02827426;-51,22564833
165;2;7878127;AV;;OTAVIO ROCHA;148;;x;;;M;100;L;-30,02863615;-51,22509986
166;3;7878135;PCA;;OTAVIO ROCHA;59;;;;substituido - incendiado em 24 ou 25/07;M;100;R;-30,02876373;-51,22404467
167;3;7878119;R;;DR FLORES;189;Lado oposto 190;;;;M;100;R;-30,02882739;-51,224691
168;3;7878119;R;;DR FLORES;251;;;;Desloc para junto ao container do n.ï¿½ 301Taxistas;M;100;R;-30,02940751;-51,22473503
169;3;7878101;R;;VIGARIO JOSE IGNACIO;555;;;;;M;100;R;-30,03072689;-51,22588074
170;3;7878101;R;;VIGARIO JOSE IGNACIO;508;;x;;;M;100;L;-30,03013279;-51,22574536
171;3;7878101;R;;VIGARIO JOSE IGNACIO;494;;;;Alterado em 21/06/11 do numero 420 para 494 (PE);M;100;L;-30,02978519;-51,22571215
172;3;7878101;R;;VIGARIO JOSE IGNACIO;364;Necessidade placa PE;x;;Alterado em 21/06/11 da via para passeio (PE);M;100;L;-30,02887526;-51,2256229
173;3;7878085;R;;MARECHAL FLORIANO PEIXOTO;11;Sobre o calcadao;;;;M;100;R;-30,02865684;-51,22677835
174;3;7878085;R;;MARECHAL FLORIANO PEIXOTO;93;;x;;;U;0;;;
175;3;7677065;R;DOS;ANDRADAS;1438;Calcadao;x;;;M;100;L;-30,02981677;-51,22748787
176;2;7677065;R;DOS;ANDRADAS;1545;;x;;;M;100;R;-30,0298205;-51,2261238
177;3;7878119;R;;DR FLORES;301;;;;;U;0;;;
178;2;7677065;R;DOS;ANDRADAS;1727;;x;;;M;100;R;-30,02973359;-51,22423326
179;3;7878119;R;;DR FLORES;335;;;;;M;100;R;-30,03024992;-51,22479706
180;3;7877079;R;;GEN VITORINO;229;;;x;;M;100;R;-30,03047657;-51,2244496
181;2;7877053;AV;;SENADOR SALGADO FILHO;262;;x;;;M;100;L;-30,03096268;-51,22487605
182;3;7877079;R;;GEN VITORINO;141;;;x;;M;100;R;-30,0304128;-51,22534015
183;3;7877079;R;;GEN VITORINO;49;;;x;;M;100;R;-30,03034394;-51,22629109
184;3;7878085;R;;MARECHAL FLORIANO PEIXOTO;155;Lado oposto 154;;;;M;100;R;-30,03015295;-51,22689209
185;3;7878085;R;;MARECHAL FLORIANO PEIXOTO;218;Ao lado 212;;x;;M;100;L;-30,03068608;-51,22684799
186;3;7877053;AV;;SENADOR SALGADO FILHO;350;;x;;;M;100;L;-30,03099465;-51,22408242
187;3;7877053;AV;;SENADOR SALGADO FILHO;327;;x;;;M;100;R;-30,03107308;-51,22446618
188;3;7878119;R;;DR FLORES;451;Lado oposto 450;;;;M;100;R;-30,03115024;-51,22485542
189;2;7877053;AV;;SENADOR SALGADO FILHO;201;;x;;;M;100;R;-30,03096802;-51,22583309
190;3;7877053;AV;;SENADOR SALGADO FILHO;141;;x;;;M;100;R;-30,03093162;-51,22637131
191;3;7877053;AV;;SENADOR SALGADO FILHO;49;;x;;;M;100;R;-30,03086244;-51,22725134
192;2;7778145;AV;;BORGES DE MEDEIROS;464;;x;;;M;100;L;-30,03075195;-51,22771442
193;3;7778145;AV;;BORGES DE MEDEIROS;459;;x;;;M;100;R;-30,03057314;-51,22781771
194;2;7777188;R;;GEN ANDRADE NEVES;175;;x;;;M;100;R;-30,03077311;-51,22804549
195;3;7777188;R;;GEN ANDRADE NEVES;65;Ao lado 59;;;;M;100;R;-30,03060569;-51,2292607
196;2;7777188;R;;GEN ANDRADE NEVES;9;;x;;;M;100;R;-30,03052241;-51,22986694
197;2;7778079;R;;GEN CAMARA;404;;;;;M;100;L;-30,03100865;-51,22998703
198;2;7778079;R;;GEN CAMARA;456;Lado oposto 455;;;;M;100;L;-30,03151932;-51,23002044
199;3;7677057;R;;RIACHUELO;1110;;;;;M;100;L;-30,03155354;-51,23039048
200;2;7778020;R;;CALDAS JUNIOR;352;;;;;M;100;L;-30,03136032;-51,23152807
201;2;7677057;R;;RIACHUELO;990;;;;;M;100;L;-30,03182789;-51,23147126
202;3;7777147;LG;;JOAO AMORIM DE ALBUQUERQUE;32;Estacion. obliquo;;x;;M;100;L;-30,03194273;-51,22952017
203;3;7677057;R;;RIACHUELO;1270;;;x;;M;100;L;-30,03152882;-51,22893437
204;2;7677057;R;;RIACHUELO;1318;;;x;;M;100;L;-30,03153234;-51,22823537
205;2;7778145;AV;;BORGES DE MEDEIROS;536;;x;;;M;100;L;-30,03116055;-51,22772664
206;3;7878085;R;;MARECHAL FLORIANO PEIXOTO;345;Lado oposto 344;;;;M;100;R;-30,03201355;-51,22704905
207;3;7878101;R;;VIGARIO JOSE IGNACIO;638;Lado oposto 637;;;;M;100;L;-30,03146426;-51,22586744
208;3;7878101;R;;VIGARIO JOSE IGNACIO;710;Ao lado 700;;;;M;100;L;-30,03192008;-51,22591244
209;3;7878119;R;;DR FLORES;479;Lado oposto 478;;;;M;100;R;-30,03146225;-51,22488455
210;3;7877020;PCA;;CONDE DE PORTO ALEGRE;20;Lado oposto 15;;;;M;100;L;-30,03180085;-51,22482212
211;2;7777097;PCA;;MARECHAL DEODORO;121;Pca Matriz, estac. Obliquo;;x;;M;100;R;-30,03280225;-51,23070313
212;3;7777147;LG;;JOAO AMORIM DE ALBUQUERQUE;72;Estacion. obliquo;;x;;M;100;L;-30,03241804;-51,22955767
213;2;7777121;R;;JERONIMO COELHO;48;Ao lado 46;;x;;M;100;L;-30,03243765;-51,22891055
214;3;7777121;R;;JERONIMO COELHO;102;;;x;;M;100;L;-30,03247746;-51,22815429
215;3;7778145;AV;;BORGES DE MEDEIROS;627;Ao lado 617;x;;;M;100;R;-30,03200942;-51,22786101
216;2;7778145;AV;;BORGES DE MEDEIROS;612;;x;;;M;100;L;-30,03192824;-51,22777134
217;2;7778145;AV;;BORGES DE MEDEIROS;730;apos loja 16A, sob viaduto;;x;;M;100;L;-30,03300535;-51,22785162
218;2;7778145;AV;;BORGES DE MEDEIROS;731;apos loja 13A, sob viaduto;;;;M;100;R;-30,0329799;-51,22793299
219;3;7878085;R;;MARECHAL FLORIANO PEIXOTO;385;;;;Deslocado para o n.ï¿½ ? - Estava em vaga de defici;M;100;R;-30,03244596;-51,22708841
220;3;7878085;R;;MARECHAL FLORIANO PEIXOTO;427;;;;;M;100;R;-30,03271238;-51,2271116
221;2;7777121;R;;JERONIMO COELHO;295;;;;;M;100;R;-30,03262169;-51,22640904
222;2;7777121;R;;JERONIMO COELHO;363;;;;;M;100;R;-30,03265083;-51,22562518
223;3;7677040;R;;DUQUE DE CAXIAS;1641;;;;;M;100;R;-30,03259365;-51,22506083
224;3;7677040;R;;DUQUE DE CAXIAS;1743;;;;;M;100;R;-30,03230391;-51,22472531
225;3;7677040;R;;DUQUE DE CAXIAS;1583;;;;;M;100;R;-30,0331431;-51,22575568
226;3;7677040;R;;DUQUE DE CAXIAS;1515;;;;;M;100;R;-30,0334314;-51,22620504
227;3;7677040;R;;DUQUE DE CAXIAS;1443;;x;;;M;100;R;-30,03365656;-51,22687207
228;2;7878085;R;;MARECHAL FLORIANO PEIXOTO;521;;;;;M;100;R;-30,03374087;-51,2271983
229;2;7878085;R;;MARECHAL FLORIANO PEIXOTO;611;;;;;M;100;R;-30,03454317;-51,22726865
230;3;7677040;R;;DUQUE DE CAXIAS;1379;;;;;M;100;R;-30,03371369;-51,22757931
231;3;7677040;R;;DUQUE DE CAXIAS;1261;Lado oposto 1262;;x;;M;100;R;-30,03361302;-51,22876399
232;3;7677040;R;;DUQUE DE CAXIAS;1205;;;x;;M;100;R;-30,03355647;-51,22942595
233;2;7777097;PCA;;MARECHAL DEODORO;185;Lado oposto 174;;;;U;0;;;
234;2;7777105;R;;ESPIRITO SANTO;61;Lado oposto 60;;;;M;100;R;-30,03409716;-51,22979052
235;2;7677040;R;;DUQUE DE CAXIAS;1005;;;;;M;100;R;-30,03338526;-51,23157871
236;3;7677040;R;;DUQUE DE CAXIAS;925;;;;;M;100;R;-30,03333095;-51,23242287
237;2;7777113;R;;GEN AUTO;69;Lado oposto 68;;;;M;100;R;-30,0340579;-51,23170018
238;2;7777113;R;;GEN AUTO;157;;;;;M;100;R;-30,03492336;-51,23177502
239;2;7777113;R;;GEN AUTO;224;;;;;M;100;L;-30,03545587;-51,23173899
240;2;7777196;R;;CEL FERNANDO MACHADO;632;Lado oposto 631;;;;M;100;L;-30,03506134;-51,23145706
241;3;7777196;R;;CEL FERNANDO MACHADO;762;Lado oposto 761;;;;M;100;L;-30,03500996;-51,22999885
242;2;7777105;R;;ESPIRITO SANTO;219;;;;;M;100;R;-30,0355006;-51,22994815
243;2;7777196;R;;CEL FERNANDO MACHADO;808;;;;;M;100;L;-30,0349922;-51,22955332
244;3;7777196;R;;CEL FERNANDO MACHADO;920;Lado oposto 919, est. Obliquo;;;;M;100;L;-30,03494467;-51,22842003
245;2;7778145;AV;;BORGES DE MEDEIROS;901;Loja 21, sob viaduto;;x;;M;100;R;-30,03448617;-51,22803635
246;2;7778145;AV;;BORGES DE MEDEIROS;902;Loja 22, sob viaduto;;x;;M;100;L;-30,03456018;-51,22795842
247;3;7778145;AV;;BORGES DE MEDEIROS;992;;;x;;M;100;L;-30,03534479;-51,22800797
248;3;7778145;AV;;BORGES DE MEDEIROS;993;;;x;;M;100;R;-30,0353556;-51,22809161
249;3;7777196;R;;CEL FERNANDO MACHADO;1008;;x;;;M;100;L;-30,03490871;-51,2275508
250;2;7878085;R;;MARECHAL FLORIANO PEIXOTO;721;;;;;M;100;R;-30,03535349;-51,22733451
251;2;7777196;R;;CEL FERNANDO MACHADO;1172;;;;;M;100;L;-30,03488299;-51,22694559
252;2;7777220;R;;CEL GENUINO;38;Lado oposto 37;;;;M;100;L;-30,03440466;-51,22601423
253;2;7777220;R;;CEL GENUINO;164;;;x;;M;100;L;-30,03541371;-51,22680437
254;3;7877228;R;;GEN LIMA E SILVA;120;;;;;M;100;L;-30,03535122;-51,22526941
255;2;7877228;R;;GEN LIMA E SILVA;80;;;;;M;100;L;-30,03498469;-51,22571456
