COD_LOGRAD;CATEGORIA;PREPOSICAO;NOME;LOTE;SECAO;REFERENCIA;DATA_INSTA;OBSERVACAO;LATITUDE;LONGITUDE
7975246;AV;;PROF OSCAR PEREIRA;2226;Cruzeiro;Parada Onibus;de 12/06 a 26/06/08;;-30,07015886;-51,20450717
7975246;AV;;PROF OSCAR PEREIRA;2314;Cruzeiro;;de 12/06 a 26/06/08;;-30,07074916;-51,20425615
7975246;AV;;PROF OSCAR PEREIRA;2390;Cruzeiro;Parada Onibus;de 12/06 a 26/06/08;;-30,07159836;-51,20388798
8073140;R;;DOM VITAL;32;Cruzeiro;Parada Onibus;de 12/06 a 26/06/08;;-30,07178808;-51,20346539
7975246;AV;;PROF OSCAR PEREIRA;2438;Cruzeiro;Orelhao;de 12/06 a 26/06/08;;-30,07183354;-51,20378527
7975246;AV;;PROF OSCAR PEREIRA;2542;Cruzeiro;;de 12/06 a 26/06/08;;-30,07285166;-51,20331121
7975246;AV;;PROF OSCAR PEREIRA;1564;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,0640715;-51,20605446
7975246;AV;;PROF OSCAR PEREIRA;1658;Sudeste;;de 12/06 a 26/06/08;;;
7975246;AV;;PROF OSCAR PEREIRA;1824;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,0664;-51,20580427
7975246;AV;;PROF OSCAR PEREIRA;1932;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,0676562;-51,20549529
7975246;AV;;PROF OSCAR PEREIRA;1972;Sudeste;;de 12/06 a 26/06/08;;-30,06765579;-51,20549544
7975246;AV;;PROF OSCAR PEREIRA;2070;Sudeste;;de 12/06 a 26/06/08;;-30,06884446;-51,20504312
7975246;AV;;PROF OSCAR PEREIRA;1951;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,06788667;-51,20549413
7975246;AV;;PROF OSCAR PEREIRA;1781;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,06610041;-51,2059181
7975246;AV;;PROF OSCAR PEREIRA;1755;Sudeste;;de 12/06 a 26/06/08;;-30,06583576;-51,20594508
7975246;AV;;PROF OSCAR PEREIRA;1619;Sudeste;;de 12/06 a 26/06/08;;;
7975246;AV;;PROF OSCAR PEREIRA;1557;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,0641155;-51,20613335
7975246;AV;;PROF OSCAR PEREIRA;1512;Sudeste;;de 12/06 a 26/06/08;;-30,06353163;-51,20610835
7975246;AV;;PROF OSCAR PEREIRA;1422;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,06274362;-51,20619216
7975246;AV;;PROF OSCAR PEREIRA;1358;Sudeste;;de 12/06 a 26/06/08;;-30,06200654;-51,2063528
7975246;AV;;PROF OSCAR PEREIRA;1320;Sudeste;;de 12/06 a 26/06/08;;;
7975246;AV;;PROF OSCAR PEREIRA;1220;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,06144792;-51,20665697
7975246;AV;;PROF OSCAR PEREIRA;1160;Sudeste;Ponto de Taxi;de 12/06 a 26/06/08;;-30,06092512;-51,20697379
7975246;AV;;PROF OSCAR PEREIRA;1040;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,06012009;-51,2074687
7975246;AV;;PROF OSCAR PEREIRA;620;Sudeste;;de 12/06 a 26/06/08;;;
7975246;AV;;PROF OSCAR PEREIRA;715;Sudeste;;de 12/06 a 26/06/08;;-30,05808589;-51,20908521
7975246;AV;;PROF OSCAR PEREIRA;967;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;;
7975246;AV;;PROF OSCAR PEREIRA;977;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05892113;-51,2083834
7975246;AV;;PROF OSCAR PEREIRA;1189;Sudeste;;de 12/06 a 26/06/08;;-30,06058621;-51,20727335
7975246;AV;;PROF OSCAR PEREIRA;1229;Sudeste;;de 12/06 a 26/06/08;;-30,06087163;-51,20709998
7975246;AV;;PROF OSCAR PEREIRA;1295;Sudeste;;de 12/06 a 26/06/08;;-30,06135087;-51,20680957
7975246;AV;;PROF OSCAR PEREIRA;1347;Sudeste;;de 12/06 a 26/06/08;;-30,06208109;-51,20641426
7975246;AV;;PROF OSCAR PEREIRA;1449;Sudeste;;de 12/06 a 26/06/08;;-30,06265335;-51,20628521
7975246;AV;;PROF OSCAR PEREIRA;716;Sudeste;;de 12/06 a 26/06/08;;-30,05803964;-51,20902153
7975246;AV;;PROF OSCAR PEREIRA;715;Sudeste;;de 12/06 a 26/06/08;;-30,05808589;-51,20908521
7975246;AV;;PROF OSCAR PEREIRA;410;Sudeste;;de 12/06 a 26/06/08;;-30,05528078;-51,21084664
7975246;AV;;PROF OSCAR PEREIRA;350;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,0545029;-51,21122663
7975246;AV;;PROF OSCAR PEREIRA;524;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05675455;-51,2101158
7975246;AV;;PROF OSCAR PEREIRA;584;Sudeste;;de 12/06 a 26/06/08;;-30,05744696;-51,20958757
7975246;AV;;PROF OSCAR PEREIRA;534;Sudeste;;de 12/06 a 26/06/08;;-30,05688301;-51,21004933
7975246;AV;;PROF OSCAR PEREIRA;514;Sudeste;;de 12/06 a 26/06/08;;-30,0566261;-51,21018227
7975246;AV;;PROF OSCAR PEREIRA;515;Sudeste;;de 12/06 a 26/06/08;;-30,05621158;-51,21048209
7975246;AV;;PROF OSCAR PEREIRA;401;Sudeste;;de 12/06 a 26/06/08;;-30,05505368;-51,21104772
7975246;AV;;PROF OSCAR PEREIRA;400;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05515114;-51,21090998
7975246;AV;;PROF OSCAR PEREIRA;420;Sudeste;Ponto de Taxi;de 12/06 a 26/06/08;;-30,05541043;-51,21078331
7975246;AV;;PROF OSCAR PEREIRA;391;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05495211;-51,21109734
7975246;AV;;PROF OSCAR PEREIRA;330;Sudeste;;de 12/06 a 26/06/08;;-30,0543639;-51,21129555
7975246;AV;;PROF OSCAR PEREIRA;284;Sudeste;;de 12/06 a 26/06/08;;-30,05345857;-51,2118331
7975246;AV;;PROF OSCAR PEREIRA;230;Sudeste;;de 12/06 a 26/06/08;;-30,05292622;-51,21211096
7975246;AV;;PROF OSCAR PEREIRA;198;Sudeste;;de 12/06 a 26/06/08;;-30,05259364;-51,2122547
7975246;AV;;PROF OSCAR PEREIRA;176;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,0525939;-51,21225459
7975246;AV;;PROF OSCAR PEREIRA;88;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05158752;-51,21267952
7975246;AV;;PROF OSCAR PEREIRA;44;Sudeste;;de 12/06 a 26/06/08;;-30,05107917;-51,21284894
7975246;AV;;PROF OSCAR PEREIRA;35;Sudeste;;de 12/06 a 26/06/08;;-30,05140761;-51,21284385
7975246;AV;;PROF OSCAR PEREIRA;137;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05230282;-51,21246586
7975246;AV;;PROF OSCAR PEREIRA;249;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05323062;-51,2120585
7975246;AV;;PROF OSCAR PEREIRA;130;Sudeste;;de 12/06 a 26/06/08;;-30,05206783;-51,21247671
7974405;R;;VICENTE DA FONTOURA;616;Sudeste;;de 12/06 a 26/06/08;;-30,05180352;-51,20777398
7974405;R;;VICENTE DA FONTOURA;595;Sudeste;;de 12/06 a 26/06/08;;-30,05197883;-51,20774155
7974405;R;;VICENTE DA FONTOURA;518;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05288246;-51,2081025
8075053;R;;GUILHERME SCHELL;640;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05822558;-51,20845983
8075053;R;;GUILHERME SCHELL;467;Sudeste;;de 12/06 a 26/06/08;;-30,0561499;-51,20787552
8075053;R;;GUILHERME SCHELL;338;Sudeste;;de 12/06 a 26/06/08;;-30,05542816;-51,20756628
8075053;R;;GUILHERME SCHELL;268;Sudeste;;de 12/06 a 26/06/08;;-30,05465937;-51,20733929
8075053;R;;GUILHERME SCHELL;238;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05431854;-51,20723878
8075053;R;;GUILHERME SCHELL;220;Sudeste;;de 12/06 a 26/06/08;;-30,05411405;-51,20717847
7975147;R;;PLACIDO DE CASTRO;485;Sudeste;;de 12/06 a 26/06/08;;;
8075053;R;;GUILHERME SCHELL;20;Sudeste;;de 12/06 a 26/06/08;;-30,05230032;-51,20664996
8075053;R;;GUILHERME SCHELL;29;Sudeste;;de 12/06 a 26/06/08;;-30,0524101;-51,20676701
8075053;R;;GUILHERME SCHELL;100;Sudeste;Orelhao;de 12/06 a 26/06/08;;;
8075087;R;;DR JULIO BOCACCIO;35;Sudeste;;de 12/06 a 26/06/08;;-30,05330036;-51,2042211
8075087;R;;DR JULIO BOCACCIO;25;Sudeste;;de 12/06 a 26/06/08;;-30,05321569;-51,20419775
8075087;R;;DR JULIO BOCACCIO;15;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05313101;-51,20417439
8075103;R;;DR VOLTAIRE PIRES;33;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05357976;-51,2035149
8075103;R;;DR VOLTAIRE PIRES;85;Sudeste;;de 12/06 a 26/06/08;;-30,05405631;-51,20369233
8075103;R;;DR VOLTAIRE PIRES;325;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05628518;-51,20433779
8075103;R;;DR VOLTAIRE PIRES;495;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05748474;-51,20468275
8075111;R;;TEIXEIRA DE FREITAS;920;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;;
8075111;R;;TEIXEIRA DE FREITAS;732;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,06028406;-51,20451187
8075111;R;;TEIXEIRA DE FREITAS;420;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05756742;-51,20370439
8075111;R;;TEIXEIRA DE FREITAS;385;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05677173;-51,20355237
8075111;R;;TEIXEIRA DE FREITAS;144;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05514265;-51,20298264
8074114;R;;PAULINO CHAVES;15;Sudeste;;de 12/06 a 26/06/08;;-30,05799616;-51,20445136
8074114;R;;PAULINO CHAVES;34;Sudeste;;de 12/06 a 26/06/08;;;
