EndereÃ§o;Complemento;Cidade;Estado;CÃ³digoPostal;Name;Telefone;Bairro;RegiÃ£o OP;URL;Tipo;Categoria;Latitude;Longitude;EndereÃ§o Formatado
Rua Coronel GenuÃ­no, 130;;Porto Alegre;RS;90010-350;AuditÃ³rio Waldemar Fontes  FATECSenac RS;(51)3228-1044;Centro Historico;CENTRO;http://portal.senacrs.com.br/site/index.asp;ESPAÃ‡O CULTURAL;;-30,035079724779;-51,226581514699;Rua Coronel GenuÃ­no, 130 - Centro, Porto Alegre - RS, 90010-350, RepÃºblica Federativa do Brasil
Rua Coronel GenuÃ­no, 130; 2Âº andar;Porto Alegre;RS;90010-350;Biblioteca FATEC Senac RS;(51)3022-9454;Centro Historico;CENTRO;http://portal.senacrs.com.br/site/pdf/FATEC_POA.pdf;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, ;-30,036875842117;-51,228060814886;Rua Coronel GenuÃ­no, 130 Porto Alegre, RS 90010-350
Rua Coronel GenuÃ­no, 358; 7Âº andar;Porto Alegre;RS;90010-350;Biblioteca Senac RS;(51)3212-4444;Centro Historico;CENTRO;http://portal.senacrs.com.br/site/pdf/FACAD.pdf;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, ;-30,027985951668;-51,220866762441;Rua Coronel GenuÃ­no, 358 - Centro, Porto Alegre - RS, 90010-350, RepÃºblica Federativa do Brasil
Rua Coronel Vicente, 520; Ap 2;Porto Alegre;RS;90030-041;AssociaÃ§Ã£o CÃ­vico Cultural Minuano ;(51)3224-4235;Centro Historico;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,026653225656;-51,219270011275;Rua Coronel Vicente, 520 - Centro, Porto Alegre - RS, 90030-041, RepÃºblica Federativa do Brasil
Rua da ConceiÃ§Ã£o, 346;;Porto Alegre;RS;90030-030;Museu do Som;(51)3225-9077;Floresta;CENTRO;http://www.museudosom.com.br/;ESPAÃ‡O CULTURAL;;-30,037270859465;-51,221681735181;Rua da ConceiÃ§Ã£o, 346 - Floresta, Porto Alegre - RS, 90030-030, RepÃºblica Federativa do Brasil
Rua da RepÃºblica, 139;;Porto Alegre;RS;90050-320;Casa de Artes Baka;(51)3226-3052;Cidade Baixa;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,027843567619;-51,205878652706;Rua da RepÃºblica, 139 - Cidade Baixa, Porto Alegre - RS, 90050-320, RepÃºblica Federativa do Brasil
Rua da RepÃºblica, 163;;Porto Alegre;RS;90050-320;Entreato Pub;(51)3019-3813;Cidade Baixa;CENTRO; http://www.entreato.com.br/ ;ESPAÃ‡O CULTURAL;fotografia;-30,038783336304;-51,223804626547;Rua da RepÃºblica, 163 - Cidade Baixa, Porto Alegre - RS, 90050-320, RepÃºblica Federativa do Brasil
Rua da RepÃºblica, 409;;Porto Alegre;RS;90050-320;Pinacoteca CafÃ©;(51)9293-2506;Cidade Baixa;CENTRO;;ESPAÃ‡O CULTURAL;;-30,039692844859;-51,225075153967;Rua da RepÃºblica, 409 - Cidade Baixa, Porto Alegre - RS, 90050-320, RepÃºblica Federativa do Brasil
Rua da RepÃºblica, 575;;Porto Alegre;RS;90050-320;Teatro de CÃ¢mara TÃºlio Piva ;(51)3289-8093;Cidade Baixa;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=1&p_secao=19;ESPAÃ‡O CULTURAL;;-30,039689777092;-51,22507504241;Rua da RepÃºblica, 575 - Cidade Baixa, Porto Alegre - RS, 90050-320, RepÃºblica Federativa do Brasil
Rua DemÃ©trio Ribeiro, 1168; loja 04 ;Porto Alegre;RS;90010-311;WONDERLAND Museu de Plastimodelismo e Miniaturas;(51)3227-4580;Centro Historico;CENTRO;http://www.hobbycraft.com.br/HomePort/Wonderland/wonderland.htm;ESPAÃ‡O CULTURAL;;-30,035973886297;-51,227746965478;Rua DemÃ©trio Ribeiro, 1168 - Centro, Porto Alegre - RS, 90010-311, RepÃºblica Federativa do Brasil
Rua Dom Pedro II, 861;;Porto Alegre;RS;90550-142;Teatro CIEE;(51)3363-1111;Higienopolis;NOROESTE;www.teatrociee.org.br;ESPAÃ‡O CULTURAL;;-30,030592149456;-51,231847222307;Rua Dom Pedro II, 861 - HigienÃ³polis, Porto Alegre - RS, 90550-142, RepÃºblica Federativa do Brasil
Rua dos Andradas,  1051 a 1073;;Porto Alegre;RS;90020-007;AuditÃ³rio da Caixa EconÃ´mica Federal;(51)3228-3100;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,029882172908;-51,229658838628;Rua dos Andradas, 1051 - Centro, Porto Alegre - RS, 90020-007, RepÃºblica Federativa do Brasil
Rua dos Andradas,  1051 a 1073 ; 12Âº Andar;Porto Alegre;RS;90010-300;Museu da Caixa EconÃ´mica Federal;(51)3228-9199;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,030528378556;-51,23167845767;Rua dos Andradas, 1051 - Centro, Porto Alegre - RS, 90020-007, RepÃºblica Federativa do Brasil
Rua dos Andradas, 1001; 3Â° piso;Porto Alegre;RS;90020-007;ArcoÃris Shopping Rua da Praia;(51)3286-7701;Centro Historico;CENTRO;http://www.arcoiriscinemas.com.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,030527196015;-51,23167890706;Rua dos Andradas, 1001 - Centro, Porto Alegre - RS, 90020-007, RepÃºblica Federativa do Brasil
Rua dos Andradas, 1223; 6Âº Andar;Porto Alegre;RS;90020-008;O Continente CEEE;(51)3228-9710;Centro Historico;CENTRO;www.cccev.com.br;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, ;-30,029883346724;-51,229655453111;Rua dos Andradas, 1223 - Centro, Porto Alegre - RS, 90020-008, RepÃºblica Federativa do Brasil
Rua dos Andradas, 1223; 3Âº Andar;Porto Alegre;RS;90010-300;MERGS Museu da Eletricidade do Rio Grande do Sul ;(51)3221-6872;Centro Historico;CENTRO;www.cccev.com.br;ESPAÃ‡O CULTURAL;;-30,029884078945;-51,229657129148;Rua dos Andradas, 1223 - Centro, Porto Alegre - RS, 90020-008, RepÃºblica Federativa do Brasil
Rua dos Andradas, 1223; 4Âº Andar;Porto Alegre;RS;90020-008;AuditÃ³rio Barbosa LessaCentro Cultural Ã‰rico Verissimo CEEE;(51)3221-6872;Centro Historico;CENTRO;www.cccev.com.br;ESPAÃ‡O CULTURAL;;-30,029847450761;-51,229505822147;Rua dos Andradas, 1223 Porto Alegre, RS 90020-008
Rua dos Andradas, 1234; 10Âº andar;Porto Alegre;RS;90010-300;Museu AntropolÃ³gico do Rio Grande do Sul MARS;(51)3228-9420;Centro Historico;CENTRO;www.mars.rs.gov.br ;ESPAÃ‡O CULTURAL;;-30,02974021721;-51,227028180781;Rua dos Andradas, 1234 - Centro, Porto Alegre - RS, 90020-009, RepÃºblica Federativa do Brasil
Rua dos Andradas, 1270;;Porto Alegre;RS;90020-008;AssociaÃ§Ã£o nacional de HistÃ³ria do RS;(51)3226-1735;Centro Historico;CENTRO;http://www.anpuh-rs.org.br/site/capa;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;HistÃ³ria;-30,02201263285;-51,199893668569;Rua dos Andradas, 1270 - Centro, Porto Alegre - RS, 90020-009, RepÃºblica Federativa do Brasil
Rua dos Andradas, 1444;29;Porto Alegre;RS;90020-011;Obra Aberta;(51)3228-1445;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,029732971064;-51,227026165215;Rua dos Andradas, 1444 - Centro, Porto Alegre - RS, 90020-011, RepÃºblica Federativa do Brasil
Rua dos Andradas, 1444;;Porto Alegre;RS;90020-011;EspaÃ§o 0 â€“ FundaÃ§Ã£o Vera Chaves Barcellos;(51)3228-1445;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,029552981851;-51,223722394327;Rua dos Andradas, 1444 - Centro, Porto Alegre - RS, 90020-011, RepÃºblica Federativa do Brasil
Rua dos Andradas, 1780;;Porto Alegre;RS;90020-013;Cia de Arte  ;(51)3225-9189;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,029555146594;-51,223721940301;Rua dos Andradas, 1780 - Centro, Porto Alegre - RS, 90020-013, RepÃºblica Federativa do Brasil
Rua dos Andradas, 1780; 3Â° andar ;Porto Alegre;RS;90020-003;ONG Cirandar;(51)3225-7000;Centro Historico;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura,;-30,033165262609;-51,239345050637;Rua dos Andradas, 1780 - Centro, Porto Alegre - RS, 90020-013, RepÃºblica Federativa do Brasil
Rua dos Andradas, 230;;Porto Alegre;RS;90020-000;Museu do Trabalho;(51)3227-5196;Centro Historico;CENTRO;www.museudotrabalho.org;ESPAÃ‡O CULTURAL;;-30,033168702151;-51,239343813576;Rua dos Andradas, 230 - Centro, Porto Alegre - RS, 90020-000, RepÃºblica Federativa do Brasil
Rua dos Andradas, 230;;Porto Alegre;RS;90020-000;Teatro Museu do Trabalho;(51)3227-5196;Centro Historico;CENTRO;http://www.museudotrabalho.org/;ESPAÃ‡O CULTURAL;;-30,031726121661;-51,235148416559;Rua dos Andradas, 230 Porto Alegre, RS 90020-000
Rua dos Andradas, 498;;Porto Alegre;RS;90010-300;Museu da Brigada Militar Museu HÃ©lio Moro Mariante ;(51)3288-2940;Centro Historico;CENTRO;http://www.brigadamilitar.rs.gov.br/museubm;ESPAÃ‡O CULTURAL;;-30,032113078477;-51,236443205138;Rua dos Andradas, 498 - Centro, Porto Alegre - RS, 90020-001, RepÃºblica Federativa do Brasil
Rua dos Andradas, 630;;Porto Alegre;RS;90020-001;Museu do Comando Militar do SulExÃ©rcito Brasileiro ;(51)3220-6366;Centro Historico;CENTRO;www.museumilitar.com.br;ESPAÃ‡O CULTURAL;;-30,031397226776;-51,234336074506;Rua dos Andradas, 630 - Centro, Porto Alegre - RS, 90020-001, RepÃºblica Federativa do Brasil
Rua dos Andradas, 680; 4Âº andar;Porto Alegre;RS;90020-003;SMED Secretaria Municipal de EducaÃ§Ã£o;(51)3289-1781;Centro Historico;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro;-30,031628636269;-51,234910558256;Rua dos Andradas, 680 - Centro, Porto Alegre - RS, 90020-003, RepÃºblica Federativa do Brasil
Rua dos Andradas, 736;;Porto Alegre;RS;90020-003;Teatro Bruno Kiefer;(51)3221-7147;Centro Historico;CENTRO;www.ccmq.rs.gov.br;ESPAÃ‡O CULTURAL;;-30,031375384067;-51,234317711266;Rua dos Andradas, 736 Porto Alegre, RS 90020-003
Rua dos Andradas, 736; CCMQ;Porto Alegre;RS;90020-003;Instituto Estadual de Cinema (IECINE);(51)3286-1900;Centro Historico;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;cinema;-30,031377073557;-51,234324584062;Rua dos Andradas, 736 Porto Alegre, RS 90020-003
Rua dos Andradas, 736; CCMQ;Porto Alegre;RS;90035-150;Instituto Estadual de MÃºsica (IEM);(51)3226-9433;Centro Historico;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,031394320165;-51,234336203048;Rua dos Andradas, 736 - Centro, Porto Alegre - RS, 90020-003, RepÃºblica Federativa do Brasil
Rua dos Andradas, 736; 2Âº andar;Porto Alegre;RS;90020-003;Insituto Estadual de Artes CÃªnicas (IACEN);(51)3221-2253;Centro Historico;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;artes cÃªnicas;-30,031379102069;-51,234317657313;Rua dos Andradas, 736 Porto Alegre, RS 90020-003
Rua dos Andradas, 736; CCMQ;Porto Alegre;RS;90020-003;Instituto Estadual de Artes CÃªnicas (IEAV);(51)3216-9913;Centro Historico;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;artes visuais;-30,031373645921;-51,234319750582;Rua dos Andradas, 736 Porto Alegre, RS 90020-003
Rua dos Andradas, 736;;Porto Alegre;RS;90020-003;Acervo MÃ¡rio Quintana;(51)3221-7109;Centro Historico;CENTRO;http://www.ccmq.com.br/espaco-mezanino.php?PHPSESSID=558a21ae83eb3709a08a57310703b439;ESPAÃ‡O CULTURAL;;-30,031397919203;-51,234333991763;Rua dos Andradas, 736 - Centro, Porto Alegre - RS, 90020-003, RepÃºblica Federativa do Brasil
Rua dos Andradas, 736;;Porto Alegre;RS;90020-003;Teatro Carlos Carvalho;(51)3221-7147;Centro Historico;CENTRO;http://www.ccmq.rs.gov.br/novo/principal/ccarvalho.htm;ESPAÃ‡O CULTURAL;;-30,031399558066;-51,234334850171;Rua dos Andradas, 736 Porto Alegre, RS 90020-003
Rua dos Andradas, 736;;Porto Alegre;RS;90020-003;Cinemateca Paulo Amorin;(51)3226-5787;Centro Historico;CENTRO;http://www.ccmq.com.br/;ESPAÃ‡O CULTURAL;;-30,031399553545;-51,234335624573;Rua dos Andradas, 736 Porto Alegre, RS 90020-003
Rua dos Andradas, 736;;Porto Alegre;RS;90570-041;Biblioteca PÃºblica do Estado;(51)3224-5045;Moinhos de Vento;CENTRO;http://www.bibliotecapublica.rs.gov.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, arquivo;-30,031401401275;-51,234334582685;Rua dos Andradas, 736 - Centro, Porto Alegre - RS, 90020-003, RepÃºblica Federativa do Brasil
Rua dos Andradas, 736;;Porto Alegre;RS;90010-460;Erico Verissimo;(51)3228-8378;Centro Historico;CENTRO;www.ccmq.rs.gov.br;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,031397633911;-51,234334918155;Rua dos Andradas, 736 - Centro, Porto Alegre - RS, 90020-003, RepÃºblica Federativa do Brasil
Rua dos Andradas, 736;;Porto Alegre;RS;90020-003;Galeria Augusto Meyer;(51)3221-7147;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,031399662694;-51,23433423421;Rua dos Andradas, 736 Porto Alegre, RS 90020-003
Rua dos Andradas, 736;;Porto Alegre;RS;90010-300;Museu Banrisul;(51)3226-1611;Centro Historico;CENTRO;www.banrisul.com.br;ESPAÃ‡O CULTURAL;;-30,031399857917;-51,234337988774;Rua dos Andradas, 736 - Centro, Porto Alegre - RS, 90020-003, RepÃºblica Federativa do Brasil
Rua dos Andradas, 736;2Âº e 6Âº andar  Casa de Cultura Mario Quintana;Porto Alegre;RS;90035-190;Museu de Arte ContemporÃ¢nea do Rio Grande do Sul Mac (Casa de Cultura MÃ¡rio Quintana);(51)3221-5900;Centro Historico;CENTRO;nÃ£o possui;ESPAÃ‡O CULTURAL;;-30,031398559613;-51,234333769839;Rua dos Andradas, 736 - Centro, Porto Alegre - RS, 90020-003, RepÃºblica Federativa do Brasil
Rua dos Andradas, 736;  6Â° Andar;Porto Alegre;RS;90020-003;AuditÃ³rio Luis Cosme;(51)3221-7147;Centro Historico;CENTRO;http://www.ccmq.com.br/;ESPAÃ‡O CULTURAL;;-30,03140098636;-51,234337148012;Rua dos Andradas, 736 Porto Alegre, RS 90020-003
Rua dos Andradas, 736; 5Âº andar;Porto Alegre;RS;90020-003;LucÃ­lia Minssen;(51)3225-7089;Centro Historico;CENTRO;www.ccmq.rs.gov.br ;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, mÃºsica;-30,031399838899;-51,234335740519;Rua dos Andradas, 736 Porto Alegre, RS 90020-003
Rua dos Andradas, 736; 6Â° Andar;Porto Alegre;RS;90020-003;Galeria Xico Stockinger;(51)3221-7147;Centro Historico;CENTRO;www.ccmq.com.br;ESPAÃ‡O CULTURAL;;-30,030596002417;-51,231864196451;Rua dos Andradas, 736 Porto Alegre, RS 90020-003
Rua dos Andradas, 959;;Porto Alegre;RS;90020-006;Museu de ComunicaÃ§Ã£o Social HipÃ³lito JosÃ© da Costa;(51)3224-4252;Centro Historico;CENTRO;http://www.museudacomunicacao.rs.gov.br/site/;ESPAÃ‡O CULTURAL;;-30,044796096091;-51,209438107076;Rua dos Andradas, 959 - Centro, Porto Alegre - RS, 90020-006, RepÃºblica Federativa do Brasil
Rua Doutor Armando Barbedo, 1091;;Porto Alegre;RS;91920-520;Contextura;(51)3222-7756;Tristeza;SUL;http://www.contextura.art.br/;ESPAÃ‡O CULTURAL;;-30,109407843589;-51,24775281885;Rua Doutor Armando Barbedo, 1091 Porto Alegre, RS 91920-520
Rua Doutor Olinto de Oliveira, 68;;Porto Alegre;RS;90040-250;Studio Stravaganza;(51)3211-0499;Santana;CENTRO;http://www.ciastravaganza.com.br/;ESPAÃ‡O CULTURAL;;-30,140850623265;-51,211491785662;Rua Doutor Olinto de Oliveira, 68 - Santana, Porto Alegre - RS, 90040-250, RepÃºblica Federativa do Brasil
Rua Doutor Pitrez,  sn;;Porto Alegre;RS;91751-530;Jane Klein EscritÃ³rio de Arte;(51)9982-9190;;;http://www.janeklein.com.br/;ESPAÃ‡O CULTURAL;;-30,002466548372;-51,196450296642;Porto Alegre - RS, 91751-530, RepÃºblica Federativa do Brasil
Rua Doutor Salvador FranÃ§a, 201;;Porto Alegre;RS;90690-000;FundaÃ§Ã£o Parque HistÃ³rico Marechal Manoel LuÃ­s OsÃ³rio;(51)3336-4530;Jardim Botanico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,035929483363;-51,20488346549;Rua Doutor Salvador FranÃ§a, 201 - Jardim BotÃ¢nico, Porto Alegre - RS, 90690-000, RepÃºblica Federativa do Brasil
Rua Doutor TimÃ³teo, 752;;Porto Alegre;RS;90570-041;Biblioteca da AlianÃ§a Francesa;(51)3222-6070;Moinhos de Vento;CENTRO;http://www.afpoa.com.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, audiovisual;-30,033302717135;-51,21878255201;Rua Doutor TimÃ³teo, 752 - Moinhos de Vento, Porto Alegre - RS, 90570-041, RepÃºblica Federativa do Brasil
Rua Dr JoÃ£o InÃ¡cio, 981;;Porto Alegre;RS;90230-181;Terreira da Tribo;(51)3028-1358;Navegantes;HUMAITA/NAVEGANTES;http://www.oinoisaquitraveiz.com.br/;ESPAÃ‡O CULTURAL;;-30,035797627464;-51,201247423956;Rua Doutor JoÃ£o InÃ¡cio, 981 - Navegantes, Porto Alegre - RS, 90230-181, RepÃºblica Federativa do Brasil
Rua Dr. Campos Velho, 1299; sala 201;Porto Alegre;RS;90820-000;Nova AcrÃ³pole;(51)3022-4433;Nonoai;CENTRO-SUL;http://www.nova-acropole.org.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;Filosofia;-30,093863286594;-51,229440406305;Rua Doutor Campos Velho, 1299 - Nonoai, Porto Alegre - RS, 90820-000, RepÃºblica Federativa do Brasil
Rua Dr. JoÃ£o SimplÃ­cio Alves de Carvalho, 38;;Porto Alegre;RS;91360-260;Recitatus Centro de Artes ;(51)3347-7840;Vila Ipiranga;NOROESTE;www.recitatus.com.br;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,019381786071;-51,152069829425;Rua Dr. JoÃ£o SimplÃ­cio Alves de Carvalho, 38 Porto Alegre, RS 91360-260
Rua Dr. Lauro de Oliveira, 71;;Porto Alegre;RS;90420-210;Biblioteca do Americano  Mary Tweedy Biblioteca de SÃ©ries Iniciais e Infantil;(51)3316-1129;Rio Branco;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro;-30,035783324522;-51,201230661022;Rua Dr. Lauro de Oliveira, 71 Porto Alegre, RS 90420-210
Rua Dr. Lauro de Oliveira, 71;;Porto Alegre;RS;90420-210;Museu HistÃ³rico Bispo Isac AÃ§o / Museu do IPA;(51)3316-1198;Rio Branco;CENTRO;em reforma;ESPAÃ‡O CULTURAL;;-30,035799238175;-51,201244022618;Rua Doutor Lauro de Oliveira, 71 - Rio Branco, Porto Alegre - RS, 90420-210, RepÃºblica Federativa do Brasil
Rua Dr. Lauro de Oliveira, 71;;Porto Alegre;RS;90420-210;Sala de BiociÃªncias do ColÃ©gio Americano;(51)3331-7720;Rio Branco;CENTRO;www.ipa-imec.br;ESPAÃ‡O CULTURAL;;-30,033352666748;-51,229706329436;Rua Dr. Lauro de Oliveira, 71 Porto Alegre, RS 90420-210
Rua Duque de Caxias, 1029;;Porto Alegre;RS;90010-280;Memorial do Legislativo do RS;(51)3210-1675;Centro Historico;CENTRO;http://www2.al.rs.gov.br/memorial/;ESPAÃ‡O CULTURAL;;-30,033373324805;-51,229473500081;Rua Duque de Caxias, 1029 - Centro, Porto Alegre - RS, 90010-280, RepÃºblica Federativa do Brasil
Rua Duque de Caxias, 1205;;Porto Alegre;RS;90010-281;Museu JÃºlio de Castilhos;(51)3221-3959;Centro Historico;CENTRO;http://www.museujuliodecastilhos.rs.gov.br/;ESPAÃ‡O CULTURAL;;-30,033370032752;-51,229474704202;Rua Duque de Caxias, 1205 - Centro, Porto Alegre - RS, 90010-281, RepÃºblica Federativa do Brasil
Rua Duque de Caxias, 1205;;Porto Alegre;RS;90010-281;Teatro do Museu Julio de castilhos;(51)3221-3959;Centro Historico;CENTRO;http://www.museujuliodecastilhos.rs.gov.br/;ESPAÃ‡O CULTURAL;;-30,033193858261;-51,231515163995;Rua Duque de Caxias, 1205 Porto Alegre, RS 90010-281
Rua Duque de Caxias, 1597;;Porto Alegre;RS;90010-281;ConservatÃ³rio Palestrina;(51)3227-2398;Centro Historico;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,032946744032;-51,225558860205;Rua Duque de Caxias, 1597 Porto Alegre, RS 90010-281
Rua Duque de Caxias, 350;;Porto Alegre;RS;90010-282;Centro de Memoria da JustiÃ§a Eleitoral do RS;(51)3216-9540;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,034634147747;-51,237960566897;Rua Duque de Caxias, 350 Porto Alegre, RS 90010-282
Rua Duque de Caxias, 968; Solar dos CÃ¢mara;Porto Alegre;RS;90010-282;Centro de DocumentaÃ§Ã£o HistÃ³rica e PolÃ­tica do RSBiblioteca Borges de MedeirosSolar dos CÃ¢mara;(51)3210-2000;Centro Historico;CENTRO;http://www2.al.rs.gov.br/biblioteca/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;arquivo;-30,033211494226;-51,231619104443;Rua Duque de Caxias, 968 - Centro, Porto Alegre - RS, 90010-282, RepÃºblica Federativa do Brasil
Rua Duque de Caxias, 973;;Porto Alegre;RS;90020-020;Pinacoteca Rubem Berta;(51)3289-3735;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=1&p_secao=154;ESPAÃ‡O CULTURAL;;-30,034010531783;-51,220647260609;Rua Duque de Caxias, 973 - Centro, Porto Alegre - RS, 90010-280, RepÃºblica Federativa do Brasil
Rua Engenheiro Luiz Englert,  s/n; PrÃ©dio 12204;Porto Alegre;RS;90040-040;Cinema UniversitÃ¡rio Sala RedenÃ§Ã£o;(51)3308-3933;Centro Historico;CENTRO;http://www.difusaocultural.ufrgs.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-29,993483555491;-51,201298779993;Central, Porto Alegre - RS, 90040-040, RepÃºblica Federativa do Brasil
Rua Farias Santos, 234;;Porto Alegre;RS;90670-150;Projeto PrelÃºdio;(51)3333-6611;Petropolis;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,044521244368;-51,190516240227;Rua Farias Santos, 234 Porto Alegre, RS 90670-150
Rua Felizardo, 750;;Porto Alegre;RS;90690-200;Biblioteca UFRGS EDUCAÃ‡ÃƒO FÃSICA (ESEF);(51)3308-5813;Jardim Botanico;CENTRO;http://www.esef.ufrgs.br/biblioteca.htm;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,051785604443;-51,181200795104;Rua Felizardo, 750 Porto Alegre, RS 90690-200
Rua Frederico Mentz, 1561;;Porto Alegre;RS;90240-110;EspaÃ§o de Artes Zoravia Bettiol;(51)3374-7626;Navegantes;HUMAITA/NAVEGANTES;;ESPAÃ‡O CULTURAL;;-29,993456732336;-51,201276195714;Rua Frederico Mentz, 1561 Porto Alegre, RS 90240-110
Rua Frederico Mentz, 1561;;Porto Alegre;RS;90240-110;Teatro Novo DC;(51)3374-7626;Navegantes;HUMAITA/NAVEGANTES; www.teatronovo.com.br;ESPAÃ‡O CULTURAL;;-29,99345999822;-51,201273702441;Rua Frederico Mentz, 1561 Porto Alegre, RS 90240-110
Rua Frederico Mentz, 1561;;Porto Alegre;RS;90240-110;Teatro do CasarÃ£o Verde;(51)3343-5336;Navegantes;HUMAITA/NAVEGANTES;http://www.cuidadoquemancha.com.br/;ESPAÃ‡O CULTURAL;;-30,030365747633;-51,215097205222;Rua Frederico Mentz, 1561 - Navegantes, Porto Alegre - RS, 90240-110, RepÃºblica Federativa do Brasil
Rua Frederico Mentz, 1561; Shopping DC loja 150 ;Porto Alegre;RS;90240-111;Galeria Avalon;(51)3062-1100;Navegantes;HUMAITA/NAVEGANTES;http://www.galeriaavalon.com.br;ESPAÃ‡O CULTURAL;artes visuais;-30,008557674038;-51,169739318679;Rua Frederico Mentz, 1561 - Navegantes, Porto Alegre - RS, 90240-111, RepÃºblica Federativa do Brasil
Rua Frederico Mentz, 1606;;Porto Alegre;RS;90240-110;Biblioteca do IPA Biblioteca da Unidade DC Shopping ;(51)3362-5604;Navegantes;HUMAITA/NAVEGANTES;http://www.metodistadosul.edu.br/bibliotecas/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro;-29,993758451395;-51,201357257537;Rua Frederico Mentz, 1606 Porto Alegre, RS 90240-110
Rua Garibaldi, 1042;;Porto Alegre;RS;90035-052;Cordas & Cordas Escola de MÃºsica;(51)3311-4147;Independencia;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,029858547323;-51,214989071586;Rua Garibaldi, 1042 Porto Alegre, RS 90035-052
Rua Garibaldi, 1102;;Porto Alegre;RS;90035-052;Teatro de Bolso Ilona Christensen ;(51)3311-8055;Independencia;CENTRO;;ESPAÃ‡O CULTURAL;;-30,028313492662;-51,215178034193;Rua Garibaldi, 1102 - IndependÃªncia, Porto Alegre - RS, 90035-052, RepÃºblica Federativa do Brasil
Rua Garibaldi, 1329;;Porto Alegre;RS;90035-052;Galeria Zouk;(51)3024-7554;Bom Fim;CENTRO;http://www.editorazouk.com.br/;ESPAÃ‡O CULTURAL;;-30,03315390083;-51,215329310782;Rua Garibaldi, 1329 Porto Alegre, RS 90035-052
Rua Garibaldi, 853;;Porto Alegre;RS;90035-051;Casa de Teatro;(51)3029-9292;Independencia;CENTRO;http://www.casadeteatropoa.com.br/;ESPAÃ‡O CULTURAL;;-30,033087359824;-51,235726306452;Rua Garibaldi, 853 - IndependÃªncia, Porto Alegre - RS, 90035-051, RepÃºblica Federativa do Brasil
Rua Gen Lima E Silva, 776;;Porto Alegre;RS;90050-101;Guion;(51)3221-3122;Cidade Baixa;CENTRO;http://www.guion.com.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,039271016857;-51,22009851438;Rua Gen Lima E Silva, 776 Porto Alegre, RS 90050-101
